Label,Text
0,From Serraliona thwart of these as fierce
1,Like to the senators of the antique Rome
1, saw him hold Lord Percy at the point
1,Gloucester thou wilt answer this before the pope
0,  Whose there  Pedringano  We are betraide
0,Out of thy loins the unjust the just hath slain
1,What can go well when we have run so ill
1,Thou liest thou art not colted thou art uncolted
1,And then it was when the unhappy king
0,for me to stand and grace euery iest he makes pointing my figner at
0,Placed Heaven from Earth so far that earthly sight
1,Now brother of Gloucester Lord Hastings and the rest
0,Refrained his tongue blasphemous but anon
0,Of Satan for I glory in the name
1,Blown with the windy tempest of my heart
1,To weep with them that weep doth ease some deal
1,Joy absent grief is present for that time
1,Which tired majesty did make thee offer
0,say  should kill one of them what would folks say  Do ye see
1,Such as were grown to credit by the wars
1,Ay but the citizens favor Lucius
1,And wash their hands in Bassianus blood
1,The prince Lord John and Duke of Lancaster
1,The King of Scots whom she did send to France
0,With greatest torments that our hell affords
0,Witness this newmade world another Heaven
1,In Gods name what are you and how came you hither
0,Enter the   
0,Thus in calm mood his words to Eve he turned
0,But suffered thy fair crimsoncolourd spring
0,My yeeres were mellow but his young and greene
0,In procreation common to all kinds
1,Beget your happiness be happy then
1,ServingMen Open the gates unto the lord protector
1,This will  also wear in my cap if ever thou come
1,Because you want the grace that others have
0, So now the blood begins to clear again
0,Among innumerable false unmoved
0,Then was the fariman of hell content
1,Who having pinchd a few and made them cry
1,Dieu de batailles where have they this mettle
1,That any harm should stain so fair a show
1,To base declension and loathed bigamy
1, think to steal cream indeed for thy theft hath
0,Access in every virtue in thy sight
1,Fiend thou tormentst me ere  come to hell
0,But tell me hath every sphere a dominion or intelligentia
1,To crown himself king and suppress the prince
1,Andronicus  do not flatter thee
1,them the lord mayor craves aid of your honour from
1,That look into me with considerate eyes
1, dare meet Surrey in a wilderness
1,for one fair French maid that stands in my way
0,Not unattended for on her as queen
1, sword whose temper  intend to stain
1,Sir John God save you
0,Eurus and Zephyr with their lateral noise
1,Can set the duke up in despite of me
1,Ready with every nod to tumble down
1,With sorrow snares relenting passengers
1,With which he yoketh your rebellious necks
1,If so then be not tonguetied go with me
1,Now therefore let us hence and lose no hour
0,From thy implanted grace in Man these sighs
1,That Mowbray hath received eight thousand nobles
1,The day is ours the bloody dog is dead
1,That we the sons and children of this isle
0,Ile there begin their endles tragedie
1,Is the determined respite of my wrongs
1,indeed only for that cause they have been most
1,To meet you at the Tower and welcome you
0,Over his brethren and quite dispossess
1,But  will fit it with some better time
1,If judgement lie in them then so do we
1,Forgive the comment that my passion made
1,The practise and the purpose of the king
1,And will at last break out into a flame
1,And large proportion of his strongknit limbs
1,partly thy mothers word partly my own opinion
1,My worth unknown no loss is known in me
1,Cut both the villains throats for die you shall
1,Wilt thou betray thy noble mistress thus
0,Ordain them laws part such as appertain
1,And replant Henry in his former state
1,drink and drink sooner than pray and yet zounds
1,And brother York thy acts in Ireland
0,To answere for thee though thou art my sonne
1,And captain you must needs be friends with him
0,Heroic ardor to adventurous deeds
1,Of that victorious stock and let us fear
1,God and our good cause fight upon our side
1,The mighty sender doth he prize you at
1,Thy son is banishd upon good advice
1,Which blood like sacrificing Abels cries
0,Perfect within no outward aid require
0,By thousands angel on archangel rolled
0,The same whom John saw also in the sun
1,Enter   and  
1, will not stir nor wince nor speak a word
1,To seek out sorrow that dwells every where
0,Livelier than Meliboean or the grain
1,  The  Gs palace
1,torches walking with thee in the night betwixt
1,Marry if you would put me to verses or to dance for
0,Which oft times may succeed so as perhaps
1,In the base court Base court where kings grow base
1,Give dreadful note of preparation
1,We will for Ireland and tis time  trow
1,And thy assistance is King Richard seated
0,Of Congo and Angola farthest south
1,Reproach and dissolution hangeth over him
1,Send me your prisoners with the speediest means
0,Meanewhile our ordinance plaid on either side
1,Where it was forged with my rapiers point
0,In motion or in halt Him soon they met
1,And that same word even now cries out on us
0,Those pure immortal elements that know
1,That so the shadows be not unappeased
0,Good reason was thou freely shouldst dislike
1,No part of him but will be shame in me
0,A growing burden Meanwhile war arose
0,On purpose hard thou knowest it to exclude
0,Distempered all things and of incorrupt
0,A thing not undesirable sometime
1,But so it must be if the king miscarry
1,Whose flood begins to flow within mine eyes
0,He made not lord such title to himself
1,Than  that have not well the gift of tongue
1,And of a dragon and a finless fish
1,Heard he the good news yet
1,bear and  have borne and borne and borne and
1,Mocking the air with colours idly spread
1,But repetition of what thou hast marrd
1,But not rememberd in thy epitaph
0,The enemy though bold will hardly dare
1,In little room confining mighty men
0,Open ye Heavens your living doors let in
1,Enter  with halberds carrying   and  to death
0,But Ile now weare it till they bloud be spilt
0,As all the world shall say Hieronimo
0,From all My sect thou seest now learn too late
0,Then womens wit are to be busied with
0,And reverence thee their great progenitor
1,You know your places God be with you all
0,Thy mate who sees when thou art seen least wise
1,putting all affairs else in oblivion as if there
0,Oh life no life but liuely fourme of death
0,What pleasing seemed for her now pleases more
1,An earnest advocate to plead for him
1,Which is so plain that Exeter doth wish
0,Her bearded grove of ears which way the wind
1,That mought not be distinguished but at last
0,Messiah his triumphal chariot turned
1,Tell Bolingbrokefor yond methinks he stands
1,What are thy rents what are thy comings in
1,Enter         and Attendants
0,Seedtime and harvest heat and hoary frost
1,Where is our uncle whats the matter Suffolk
1,The rich advantage of good exercise
0, Now Faustus must
0,Of head or heel Not therefore joins the Son
0,This novelty on earth this fair defect
1,Now she is there how will she specify
0,The rest resolue vpon as things proposde
1,Out of this fell devouring receptacle
1,Prithee let her alone and list to me
1,No faith my coz wish not a man from England
1,That wished him on the barren mountains starve
0,Before thee and not repenting this obtain
0,This knight quoth he both liud and died in loue
1,Shake in their fear and with pale policy
0,The good befallen him author unsuspect
0,Fly to and fro or on the smoothed plank
1,When clouds appear wise men put on their cloaks
0,As from the mine Mean while at table Eve
0,We fly in hope to get his glorious soul
1,Not with the empty hollowness but weight
